customer_message,amazon_reply
@AmazonHelp I’ve had one saying it will be late but no reason why,@120262 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
@AmazonHelp is my parcel lost in transit I’ve never experienced a delay with delivery from you!! https://t.co/DJ4tGuR94P,"@120262 Hi, sorry to hear that, delays happen for unforeseen reasons, were you emailed with a reason for the delay?^AS"
"@AmazonHelp thnx, matter resolved.",@120263 Glad the issue was resolved. Thank you for keeping us posted. ^SB
@AmazonHelp filled once already...,@120264 Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB
@AmazonHelp no email received...wic email you sent it on,@120264 Kindly check the mailbox of you registered email id. You'll find an email correspondence from us. ^ZH
@AmazonHelp problem not resolved yet...high time now,@120264 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)
@AmazonHelp problem not resolved yet...high time now,@120264 Sorry to know about the delay in resolving your query. I'd like to take a closer look at this. ^AK (1/2)
@AmazonHelp pl do...i am already fed up with the service...considering returning the order.,@120264 I can understand it would be worrisome. Please be assured we'll contact you at the earliest. ^SC
@AmazonHelp details shared,@120264 We've received your details and we'll get back to you soon. ^PS
@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,"@120315 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,@120315 We apologize for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll personally help you. (1/2) ^ZH
@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,"@120315 Filling in your details wouldn't lead you to our support team, Uday. Please do the same, we'll reach out to you personally. ^JC"
@AmazonHelp Daily same msg coming but do not delivered,@120316 we have missed on the estimated delivery date? 2/2 ^SB
@AmazonHelp Daily same msg coming but do not delivered,@120316 I'm sorry about the delay in delivering your order. Could you please let us know if 1/2 ^SB
"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q","@120316 When the product is out for delivery, it will be delivered before 8 pm. Kindly wait until then. Do keep us posted. ^AK"
@AmazonHelp Ok thank u,"@120317 You're welcome, Aleema. Do let us know if you need any further assistance. ^SY"
"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch","@120318 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",@120318 We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH
@AmazonHelp I did it already~,"@120322 W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK"
"@AmazonHelp Scam, just scam, sellers don't send out my products~ 6 orders. so bad~",@120322 I'm sorry to hear that. What were you advised when you contacted us by phone/chat? ^DC
@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,"@120322 Hi, please don't share order numbers here as this page is public. Please contact us; https://t.co/hApLpMlfHN to look into this. ^JJ"
@AmazonHelp .com,"@120322 Apologies, have you looked into filling an A-Z Claim: https://t.co/OgRmc6aXUX? ^JJ"
@AmazonHelp I can't find File/View Claim.,@120322 Hi please contact us here: https://t.co/R55eEQwSEs and a specialist will look into it for you. ^AS
"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?","@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS"
@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon,@120323 I'm sorry for the trouble with your order. Have you reached out to our support team from here: https://t.co/2t6DQoUmNZ? ^RW
@AmazonHelp I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH
@AmazonHelp sent twice. Ask me if something else you need.,@120324 I appreciate your understanding in this regard. We've received your details and we'll get back to you at the earliest. ^SC
@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM"
@AmazonHelp Update was sent at 930 pm. Ggs,@120403 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this further. ^PK
@AmazonHelp Thank u.......done,@120404 You're most welcome. Thanks for keeping us posted. ^AB
@AmazonHelp how do i delete my old credit cards from the list,@120404 please check this link here: https://t.co/nGMwhpjmNo (2/2) ^KA
@AmazonHelp how do i delete my old credit cards from the list,"@120404 You can update your payment methods by visiting the Payment section in Your Account page. For more information, (1/2) ^KA"
"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",@120322 Which Amazon website did this happen on? ^KM
@AmazonHelp Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,@120407 My apologies Christopher. Have you tried from a non mobile device? ^DC
@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,@120407 Sorry to hear that. What error message are you getting? ^RS
"@AmazonHelp あああ……いえ、今は指定時間少し過ぎてるだけなのでそこまで気にしてないです大丈夫です
すみませんありがとうございます","@120460 かしこまりました。ご心配をおかけしております。
お待ちいただいても届かない場合には、ご遠慮なく先ほどのURLよりご連絡くださいませ。TY"
@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,"@120463 Pls reach out here so we can check this for you 
https://t.co/lnp3A1Qpxe ^KM"
@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,"@120466 Currently, we do not have an update on this. Please stay tuned. ^HK"
@AmazonHelp That I do daily. Can't the request be prioritized?,"@120467 As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR"
@AmazonHelp That I do daily. Can't the request be prioritized?,@120467 Thank you for showing the interest towards our device. Good things come to those who wait. 😇 (1/2)^HR
@AmazonHelp The item doesn't do what I need it to do.,@120468 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can help arrange a return for you. ^PK
@AmazonHelp Please call back me...,@120469 on 'call me' option and a call shall be connected with our support team. 2/2 ^SH
@AmazonHelp Please call back me...,@120469 Please click here: https://t.co/2l2eM2Q8NU after selecting the appropriate issue click 1/2 ^SH
